valid,0.8088333333333333
unique@1000,1.0
unique@10000,0.9996
FCD/Test,0.3550145436688439
SNN/Test,0.5362426400817155
Frag/Test,0.9987811912162157
Scaf/Test,0.8817165100864824
FCD/TestSF,0.899478579510415
SNN/TestSF,0.5136873358012769
Frag/TestSF,0.9962509460695305
Scaf/TestSF,0.13977800341596502
IntDiv,0.8546747937509598
IntDiv2,0.8487736497249426
Filters,0.975108180506903
logP,0.026181399410761586
SA,0.005505369005165572
QED,0.00010626552640407433
NP,0.009274782083950273
weight,66.2643236844649
