valid,0.9965333333333334
unique@1000,1.0
unique@10000,0.995
FCD/Test,0.39451566360969537
SNN/Test,0.6197350202808652
Frag/Test,0.9952207327389667
Scaf/Test,0.8655408957749475
FCD/TestSF,1.0003230836124715
SNN/TestSF,0.5747156766638786
Frag/TestSF,0.9938711780067438
Scaf/TestSF,0.10010867373393528
IntDiv,0.856541407591601
IntDiv2,0.8503387932899594
Filters,0.9973575060208724
logP,0.006196948766068244
SA,0.0005812067959491407
QED,0.0001457415989766439
NP,0.0016591859566610356
weight,54.325833240195834
